product_id,product_name,category_id,supplier_id,unit_price
501,Visualize Real-Time E-Markets,9,48,225.28
502,Morph End-To-End Schemas,16,88,499.76
503,Disintermediate Dynamic E-Business,4,62,418.44
504,Monetize Mission-Critical Web-Readiness,6,44,447.26
505,Transition Bricks-And-Clicks Schemas,8,147,412.5
506,Mesh Visionary Bandwidth,16,187,56.01
507,Mesh Magnetic Experiences,5,136,117.59
508,Streamline Ubiquitous Metrics,10,55,6.55
509,Harness Seamless E-Services,13,108,155.24
510,Streamline Real-Time Users,14,47,58.76
511,Deliver One-To-One Paradigms,7,2,239.03
512,Target Granular Bandwidth,20,113,340.18
513,Optimize Leading-Edge Applications,6,167,437.88
514,Syndicate World-Class Supply-Chains,7,173,375.86
515,Enhance Global Applications,5,160,469.6
516,Scale Clicks-And-Mortar Platforms,18,193,31.68
517,Embrace 24/7 Eyeballs,12,166,11.03
518,Iterate Cross-Platform Convergence,6,11,332.36
519,Drive Cross-Media Bandwidth,1,138,148.23
520,Orchestrate Enterprise Supply-Chains,4,112,130.48
521,Incentivize Transparent Systems,19,187,168.79
522,Incentivize Leading-Edge Bandwidth,12,90,138.55
523,Brand Virtual Platforms,15,55,258.16
524,Optimize Robust Info-Mediaries,3,148,222.87
525,Engineer Leading-Edge Solutions,20,17,258.65
526,Iterate Intuitive Roi,8,68,337.99
527,Re-Contextualize Value-Added Web-Readiness,11,133,196.63
528,Evolve Out-Of-The-Box Networks,16,188,129.4
529,Disintermediate Dot-Com Infrastructures,9,151,87.27
530,Streamline Ubiquitous Initiatives,3,174,177.99
531,Syndicate Wireless Partnerships,5,52,372.19
532,Integrate Robust E-Commerce,20,138,379.57
533,Enhance Mission-Critical Mindshare,14,174,335.12
534,Transform Magnetic Web Services,15,156,120.84
535,Seize Back-End Applications,6,97,296.1
536,Re-Intermediate Web-Enabled Partnerships,4,171,287.49
537,Monetize Out-Of-The-Box Experiences,8,154,244.71
538,Brand B2B Metrics,19,183,277.24
539,Architect Turn-Key Platforms,5,48,248.44
540,Strategize Revolutionary E-Business,13,29,284.9
541,Revolutionize Seamless Content,16,27,359.18
542,Strategize B2B Web Services,1,146,59.27
543,E-Enable World-Class Content,13,104,376.06
544,Mesh Leading-Edge Mindshare,11,60,72.26
545,Cultivate Magnetic E-Markets,8,106,37.98
546,Drive End-To-End E-Commerce,8,69,488.16
547,Envisioneer Virtual Systems,14,114,478.71
548,Maximize Transparent Bandwidth,13,21,34.92
549,Deploy Frictionless Convergence,3,152,224.41
550,Exploit B2C E-Markets,4,102,97.19
551,Productize Enterprise Schemas,20,131,245.25
552,Extend Vertical E-Services,15,95,415.94
553,Benchmark Value-Added Info-Mediaries,15,190,475.55
554,Exploit Revolutionary Info-Mediaries,13,105,318.96
555,Re-Contextualize World-Class Metrics,9,125,180.18
556,Disintermediate Web-Enabled Vortals,10,2,303.65
557,Utilize Synergistic Channels,12,66,159.44
558,Productize Value-Added E-Markets,14,113,455.36
559,Embrace World-Class Methodologies,1,170,435.85
560,Incubate User-Centric Communities,14,162,281.32
561,Deliver Clicks-And-Mortar Roi,14,42,165.78
562,Deliver Granular Web Services,8,20,150.23
563,Integrate Synergistic Metrics,16,97,21.54
564,Implement Strategic Networks,14,68,408.83
565,Enhance User-Centric Networks,1,173,227.94
566,Scale Magnetic Initiatives,16,75,165.94
567,Iterate B2C Solutions,18,125,238.2
568,Synergize B2C Interfaces,7,170,410.28
569,Whiteboard User-Centric Methodologies,15,47,66.68
570,Incubate Front-End Technologies,17,5,429.54
571,Enable Out-Of-The-Box Networks,19,49,449.27
572,Empower World-Class E-Markets,13,124,473.62
573,Innovate Next-Generation Supply-Chains,9,37,201.76
574,Aggregate 24/365 Technologies,15,162,112.48
575,Exploit Dot-Com Info-Mediaries,3,198,189.95
576,Mesh Back-End Infrastructures,1,146,169.79
577,Envisioneer Plug-And-Play Communities,16,19,92.2
578,Iterate Open-Source Platforms,8,40,305.6
579,Seize Real-Time Methodologies,13,17,240.93
580,Target Customized Communities,8,188,433.52
581,Morph Innovative Systems,17,99,20.89
582,Incentivize Strategic Functionalities,14,93,323.71
583,Incentivize Magnetic Bandwidth,7,42,382.66
584,Grow Global Convergence,15,123,380.95
585,Optimize B2C Eyeballs,16,107,443.61
586,Orchestrate Bleeding-Edge Synergies,19,72,365.87
587,Enhance Virtual Synergies,6,65,464.27
588,Morph Wireless E-Markets,1,109,169.67
589,Incubate Innovative Info-Mediaries,12,53,254.09
590,Generate Holistic Technologies,18,135,11.97
591,Deliver Vertical Info-Mediaries,16,133,8.44
592,Drive Rich Interfaces,12,24,123.86
593,Synergize 24/365 Action-Items,20,28,54.9
594,Embrace Rich Communities,13,62,133.8
595,Extend Rich Paradigms,8,17,92.64
596,Orchestrate Virtual Paradigms,1,20,19.12
597,Incentivize Cross-Platform Deliverables,7,3,455.11
598,Extend Mission-Critical Synergies,15,165,9.07
599,Re-Contextualize Integrated Info-Mediaries,13,143,369.36
600,Productize Magnetic Supply-Chains,13,51,80.31
601,Unleash Proactive E-Markets,9,176,456.55
602,Orchestrate Proactive Info-Mediaries,15,136,446.93
603,Enable Distributed E-Services,4,141,328.68
604,Leverage Scalable Networks,13,176,337.76
605,Aggregate Compelling Web Services,12,3,7.64
606,Implement Strategic Deliverables,5,193,492.51
607,Disintermediate Scalable Roi,7,73,439.53
608,Synergize World-Class Action-Items,8,159,448.08
609,Leverage One-To-One Deliverables,5,105,331.33
610,Exploit World-Class Supply-Chains,9,118,175.67
611,Envisioneer Global Systems,14,154,447.36
612,Grow Magnetic Vortals,12,184,149.3
613,Morph Real-Time Vortals,4,34,283.54
614,Enhance User-Centric Interfaces,20,137,54.37
615,Repurpose Impactful Infrastructures,8,62,461.37
616,Deliver Magnetic Web-Readiness,17,120,74.68
617,Orchestrate Visionary Roi,8,115,116.32
618,Unleash Back-End Supply-Chains,1,13,281.28
619,E-Enable Value-Added E-Business,20,69,383.23
620,Synthesize Integrated Content,2,169,311.58
621,Maximize Viral Mindshare,4,77,119.91
622,Engineer Virtual Niches,1,1,5.47
623,Extend Real-Time E-Commerce,7,89,379.79
624,Target Virtual Networks,1,47,492.68
625,Utilize Holistic Info-Mediaries,9,4,405.91
626,Transform Integrated Experiences,3,191,232.8
627,Utilize Web-Enabled Functionalities,12,180,452.36
628,Iterate Collaborative Paradigms,19,10,207.87
629,Visualize Visionary Bandwidth,15,28,264.84
630,Monetize One-To-One Communities,16,121,241.18
631,Architect Extensible Deliverables,10,126,226.57
632,Productize Visionary E-Tailers,6,134,388.72
633,Cultivate Cross-Platform Mindshare,17,155,265.75
634,Incubate Customized Platforms,17,140,161.77
635,E-Enable Viral Infrastructures,19,62,132.79
636,Implement Compelling Paradigms,18,180,23.68
637,Synthesize Robust Content,11,176,293.68
638,Mesh Innovative Content,7,67,118.83
639,Extend Proactive Networks,10,174,78.33
640,Incubate Ubiquitous Partnerships,7,74,328.65
641,Re-Contextualize Plug-And-Play Communities,5,95,342.2
642,Whiteboard Collaborative Content,12,143,377.32
643,Grow Global Solutions,16,199,254.27
644,Drive Intuitive Eyeballs,18,36,447.56
645,Visualize Magnetic Interfaces,3,142,468.49
646,Integrate Real-Time Users,20,112,404.65
647,Embrace Dot-Com Action-Items,15,131,319.62
648,Engineer Efficient Interfaces,5,113,155.34
649,Deliver World-Class E-Markets,13,110,491.56
650,Redefine B2C Portals,19,114,140.7
651,Target Cross-Media E-Business,12,67,105.32
652,Enhance Plug-And-Play Supply-Chains,5,126,223.87
653,Envisioneer Frictionless E-Business,6,86,33.14
654,Cultivate Dot-Com Content,7,19,489.35
655,Deploy Global Eyeballs,10,182,296.27
656,Strategize User-Centric Models,16,69,280.69
657,Monetize Turn-Key Infrastructures,8,10,329.62
658,Drive Intuitive Bandwidth,9,161,251.03
659,Revolutionize Next-Generation Interfaces,4,141,20.87
660,Cultivate World-Class Roi,8,128,308.09
661,Morph Cross-Platform Methodologies,7,99,359.51
662,Morph Scalable Info-Mediaries,15,179,211.29
663,Transform Distributed Mindshare,3,32,379.86
664,Integrate Dot-Com Initiatives,17,112,117.37
665,Iterate Cutting-Edge Initiatives,11,24,114.53
666,Productize Vertical Mindshare,9,35,84.9
667,Engage Virtual E-Business,5,83,189.14
668,Deliver B2B Bandwidth,10,70,424.27
669,E-Enable Virtual E-Markets,15,168,414.82
670,Embrace Distributed Eyeballs,14,182,194.5
671,Generate Wireless Synergies,4,109,296.61
672,Enable B2C Communities,20,172,361.8
673,Re-Contextualize Open-Source Solutions,2,190,124.4
674,Envisioneer E-Business E-Markets,12,99,88.23
675,Aggregate 24/365 Technologies,1,196,486.19
676,Redefine Enterprise Mindshare,20,33,310.69
677,Facilitate Bleeding-Edge Deliverables,5,56,490.8
678,Orchestrate User-Centric Web Services,6,164,172.19
679,Target Killer Applications,11,182,353
680,Generate Robust E-Commerce,8,147,115.19
681,Generate Best-Of-Breed Portals,7,171,134.29
682,Re-Intermediate Vertical E-Business,4,12,258.39
683,Innovate Frictionless Models,6,11,163.21
684,Engineer Holistic Paradigms,16,70,87.97
685,Deploy Leading-Edge Initiatives,20,140,135.13
686,Reinvent Interactive E-Services,15,41,22.7
687,Orchestrate Dot-Com Applications,14,153,353.69
688,Innovate Turn-Key Roi,12,106,248.6
689,Enable Visionary Platforms,12,3,51.65
690,Iterate Innovative Paradigms,16,3,89.99
691,Monetize Dynamic Deliverables,15,84,55.75
692,Enable Customized Metrics,13,156,308.23
693,Maximize One-To-One Action-Items,11,151,51.63
694,Disintermediate Compelling Schemas,17,176,378.37
695,Empower Frictionless Roi,15,195,15.15
696,Exploit Killer Web Services,14,170,128.44
697,Facilitate Plug-And-Play Systems,10,107,445.88
698,Target Intuitive Niches,12,168,360.67
699,Innovate Intuitive Content,16,134,41.12
700,Unleash Web-Enabled Roi,15,20,411.46
701,Syndicate Seamless Action-Items,10,139,249.05
702,Redefine 24/7 Applications,4,96,424.16
703,Mesh Holistic Initiatives,9,124,302.37
704,Evolve B2C E-Tailers,20,155,342.51
705,Transition Extensible Info-Mediaries,9,21,496.78
706,Innovate Plug-And-Play Metrics,20,114,120.01
707,Repurpose End-To-End Content,11,13,313.85
708,Morph Frictionless Networks,11,86,232.86
709,Cultivate Enterprise Models,7,35,24.53
710,Brand Innovative E-Business,10,47,12.16
711,Monetize Ubiquitous Interfaces,4,156,64.02
712,Revolutionize Ubiquitous Functionalities,5,149,326.3
713,Harness Value-Added E-Tailers,5,146,285.75
714,Transform Revolutionary Mindshare,11,159,278.95
715,Integrate Bleeding-Edge E-Markets,9,188,20.77
716,Cultivate Virtual Methodologies,16,125,237.3
717,Incubate Out-Of-The-Box Channels,9,110,462.69
718,Synergize Strategic Convergence,4,37,201.81
719,Cultivate User-Centric Infrastructures,2,21,314.34
720,Morph Dot-Com Infrastructures,14,14,391.01
721,Monetize Turn-Key Functionalities,3,91,393.04
722,Redefine Real-Time Deliverables,18,60,262.04
723,Evolve Front-End Interfaces,6,124,429.69
724,Empower Frictionless Supply-Chains,11,23,198.73
725,Unleash Turn-Key Mindshare,18,111,444.9
726,Repurpose Vertical Markets,12,124,123.91
727,Leverage User-Centric Schemas,5,157,143.71
728,Implement Web-Enabled Schemas,9,175,31.29
729,Seize Collaborative Technologies,20,30,398.81
730,Deploy Customized Systems,18,115,211.44
731,Aggregate Sticky Partnerships,19,90,118.41
732,Iterate Bricks-And-Clicks Users,3,38,119.74
733,Reinvent B2B E-Markets,9,83,451.19
734,Empower Compelling E-Business,4,27,417.79
735,Whiteboard Seamless Functionalities,17,104,279
736,Enhance Real-Time Users,17,116,309.97
737,Reinvent Viral Schemas,2,15,239.79
738,Incubate B2B Eyeballs,9,187,198.87
739,Embrace Granular Info-Mediaries,9,3,458.16
740,Disintermediate Leading-Edge E-Business,5,10,67.18
741,Enhance Best-Of-Breed Paradigms,15,120,212.13
742,Visualize Plug-And-Play Vortals,15,145,175.56
743,Expedite Leading-Edge Vortals,3,128,251.58
744,Disintermediate Rich Partnerships,19,11,231.53
745,Streamline Collaborative Roi,3,176,261.85
746,Benchmark Dot-Com Paradigms,6,133,74.26
747,Mesh Innovative Web Services,4,69,259.01
748,Orchestrate Distributed E-Business,13,64,125
749,Seize Turn-Key Roi,13,14,96.24
750,Orchestrate Cross-Media Synergies,11,50,37.09
751,Deploy Sticky Interfaces,5,154,382.51
752,Expedite Compelling Mindshare,1,72,216.58
753,Cultivate Dynamic Niches,9,69,315.19
754,Exploit B2C Paradigms,17,135,365.16
755,Mesh Dot-Com E-Business,1,127,341.26
756,Grow Dot-Com Technologies,3,16,237.9
757,Synthesize Viral Synergies,15,183,197.01
758,Aggregate Wireless Technologies,10,78,191.1
759,Benchmark Robust Web Services,8,101,321.82
760,Scale Value-Added Initiatives,12,56,249.92
761,Benchmark User-Centric Functionalities,15,105,425.32
762,Synthesize Killer Solutions,9,132,437.98
763,Matrix Frictionless Vortals,10,48,89.43
764,Mesh Bleeding-Edge Mindshare,20,17,72.44
765,Architect Global Content,9,111,317.05
766,Leverage Customized Vortals,15,164,154.11
767,Leverage Clicks-And-Mortar Supply-Chains,1,70,14.19
768,Expedite Cross-Media Roi,2,80,444.88
769,Reinvent Holistic E-Commerce,19,93,117.32
770,Re-Contextualize Dot-Com Metrics,14,38,464.99
771,Iterate Global Methodologies,8,101,360.13
772,Iterate Bleeding-Edge Niches,6,62,382.51
773,Evolve Interactive Convergence,12,121,104.72
774,Empower User-Centric E-Markets,15,48,120.93
775,Transition Extensible Action-Items,14,10,263.03
776,Transition Rich Web-Readiness,1,36,90.19
777,Harness Visionary Users,11,157,156.19
778,Aggregate Value-Added Solutions,3,4,164.12
779,Expedite Rich Infrastructures,19,44,84.02
780,E-Enable Robust Supply-Chains,18,56,106.57
781,Harness Synergistic Metrics,20,42,395.33
782,Streamline Cross-Platform Convergence,2,114,87.76
783,Embrace B2B Applications,7,141,19.09
784,Seize Intuitive Communities,8,174,316.53
785,Maximize Plug-And-Play Applications,19,161,488.11
786,Engage Transparent Platforms,15,21,168.95
787,Extend Plug-And-Play Partnerships,10,79,63.73
788,Matrix Collaborative Niches,1,185,287.34
789,Extend Value-Added Methodologies,6,69,453.65
790,Synergize Next-Generation Roi,13,70,393.11
791,Re-Intermediate Dynamic Networks,14,67,313.15
792,Aggregate End-To-End Deliverables,3,48,160.95
793,Harness 24/365 Web Services,11,161,273.23
794,Target Sticky Metrics,3,36,50.17
795,Grow Open-Source Roi,19,161,341.08
796,Implement Seamless Web-Readiness,10,159,363.92
797,Reinvent Next-Generation Networks,15,149,482.69
798,Generate Best-Of-Breed Paradigms,11,27,133.9
799,Whiteboard Transparent Bandwidth,15,72,14.14
800,Morph Leading-Edge Systems,13,101,275.08
801,Scale Killer Technologies,5,190,354.86
802,E-Enable Rich Communities,4,96,396.25
803,Synergize Real-Time E-Markets,13,128,100.9
804,Productize Bleeding-Edge Content,9,26,134.57
805,Aggregate Efficient Users,17,66,258.73
806,Monetize Visionary Bandwidth,2,140,168.65
807,Implement Strategic Metrics,5,22,430.95
808,E-Enable Turn-Key E-Business,16,17,239.51
809,Generate Plug-And-Play Models,7,7,400.79
810,Drive Wireless Communities,1,107,292.41
811,Synthesize World-Class Bandwidth,12,68,387.68
812,Enable Vertical Roi,11,128,169.67
813,Exploit Best-Of-Breed E-Tailers,12,37,416.55
814,Morph Dynamic Web Services,19,38,140.91
815,Orchestrate Proactive E-Markets,12,96,275.32
816,Synergize User-Centric Partnerships,12,139,110.93
817,Innovate Front-End Platforms,14,1,240.39
818,E-Enable Scalable Web Services,2,153,162.5
819,Cultivate Enterprise Experiences,2,42,137.02
820,Grow World-Class Action-Items,4,180,483.66
821,Reinvent Innovative Solutions,20,152,84.24
822,Brand Dynamic Applications,16,181,394.73
823,E-Enable Innovative Architectures,10,184,492.16
824,Re-Contextualize Web-Enabled Markets,13,63,14.85
825,Seize Cutting-Edge Deliverables,2,81,351.02
826,Reinvent Seamless E-Tailers,3,8,130.19
827,Enhance Magnetic Methodologies,19,187,25.04
828,Seize B2C Content,6,173,204.43
829,Embrace Cross-Platform Web Services,19,27,467.93
830,Redefine Front-End Convergence,20,52,10.82
831,Brand Ubiquitous Communities,19,146,296
832,Exploit Wireless E-Services,8,91,253.19
833,Empower Front-End Niches,14,86,437.33
834,Orchestrate Bleeding-Edge Info-Mediaries,10,16,46.58
835,E-Enable 24/365 Niches,3,66,342.36
836,Productize Robust Info-Mediaries,6,5,341.65
837,Envisioneer Clicks-And-Mortar Deliverables,15,82,336.19
838,Strategize Back-End Partnerships,18,131,471.46
839,Incubate Back-End Synergies,14,118,412.43
840,Revolutionize Transparent Synergies,19,81,25.78
841,Revolutionize Vertical Models,10,70,238.19
842,Generate Proactive Deliverables,15,115,201.99
843,Brand Out-Of-The-Box Relationships,4,7,158.52
844,Transition Sticky Content,2,50,228.41
845,Implement Value-Added Portals,3,142,195.18
846,Seize Sticky Roi,7,166,219.01
847,Utilize Leading-Edge Supply-Chains,16,111,489.73
848,Redefine Transparent Synergies,10,47,48.87
849,Benchmark Revolutionary Models,19,112,461.5
850,Re-Contextualize Compelling E-Markets,17,161,242.72
851,Empower Intuitive Communities,19,43,313.75
852,Strategize Killer Experiences,5,91,415.94
853,Scale Leading-Edge Portals,20,29,183.43
854,Expedite Mission-Critical Convergence,13,128,218.06
855,Reinvent B2B Relationships,13,185,207.71
856,Synergize B2C Platforms,11,133,190.49
857,Unleash Killer Synergies,11,96,463.14
858,Deliver B2C Interfaces,16,188,415.32
859,Grow Innovative Methodologies,15,117,58.95
860,Generate Synergistic Experiences,17,70,58.52
861,Reinvent Sticky Technologies,18,130,216.8
862,Syndicate Leading-Edge Supply-Chains,19,70,53.84
863,Visualize Strategic Schemas,4,110,311.45
864,Deploy Innovative Platforms,5,171,76.13
865,Redefine Holistic Web-Readiness,7,132,263.57
866,Visualize User-Centric E-Markets,2,56,8.57
867,Harness Cross-Media Bandwidth,1,187,161.72
868,Redefine Collaborative Convergence,12,89,340.21
869,Transition B2B Deliverables,10,137,244.6
870,Aggregate Back-End Networks,8,131,489.24
871,Incubate B2B Platforms,1,176,437.68
872,Exploit Rich Systems,12,171,182.74
873,Envisioneer Compelling Info-Mediaries,2,100,27.52
874,Re-Contextualize Cross-Platform Platforms,10,129,423.59
875,Benchmark Scalable Web Services,17,57,456.06
876,Optimize Global Niches,3,181,411.21
877,Reinvent Efficient Systems,7,144,68.34
878,Benchmark Scalable Mindshare,12,51,498.97
879,Synthesize Open-Source E-Services,8,112,133
880,Deploy Bricks-And-Clicks Action-Items,20,104,363.48
881,Aggregate Plug-And-Play Users,12,127,454.48
882,Expedite Robust Markets,3,55,121.67
883,Whiteboard Clicks-And-Mortar Info-Mediaries,17,1,454.59
884,Benchmark Efficient Deliverables,9,90,158.19
885,Aggregate Efficient Portals,10,156,488.32
886,Disintermediate Front-End Deliverables,6,53,144.22
887,Revolutionize Dynamic Infrastructures,1,186,476.95
888,Transition Transparent Interfaces,12,73,31.5
889,Grow Clicks-And-Mortar E-Business,5,188,356.09
890,Architect Integrated Info-Mediaries,13,187,268.4
891,Integrate Wireless Applications,15,108,241.55
892,Synthesize Cross-Platform Vortals,11,150,115.63
893,Seize B2B Content,8,8,354.27
894,Productize Revolutionary Action-Items,5,177,99.45
895,Synergize Integrated Networks,2,42,278.66
896,Integrate Magnetic Methodologies,12,155,130.36
897,Orchestrate Plug-And-Play Infrastructures,2,167,478.03
898,Expedite Transparent Roi,16,25,19.17
899,Seize Viral Technologies,3,38,103.87
900,Enhance Strategic Technologies,10,85,124.94
901,Leverage Strategic Interfaces,19,152,209.96
902,Generate Enterprise Communities,8,24,120.2
903,Enhance Compelling Solutions,7,60,248.22
904,Disintermediate Granular Info-Mediaries,1,178,436.87
905,Integrate Open-Source Platforms,12,111,357.47
906,Deploy Vertical Platforms,5,66,292.08
907,Integrate Seamless Portals,16,142,49.06
908,Extend Scalable Networks,4,53,348.53
909,E-Enable Dynamic Metrics,17,160,87.38
910,Disintermediate 24/7 Niches,2,106,394.25
911,Revolutionize User-Centric Web Services,12,96,128.78
912,Expedite Cutting-Edge Experiences,1,176,211.44
913,Incentivize Revolutionary Schemas,12,39,178.48
914,Transition Efficient Methodologies,12,168,430.11
915,Seize Magnetic Portals,12,42,67.64
916,Unleash Holistic Niches,19,111,284.99
917,Drive Cross-Platform Eyeballs,17,104,75.32
918,Whiteboard Plug-And-Play Action-Items,20,77,353.87
919,Harness Cross-Platform E-Tailers,11,8,453.01
920,Generate Best-Of-Breed E-Tailers,13,26,220.13
921,Syndicate Efficient Portals,8,140,246.61
922,Matrix Killer Functionalities,10,43,464.07
923,Maximize Magnetic E-Services,8,179,262.89
924,Implement Transparent E-Commerce,20,110,246.36
925,Empower Robust Paradigms,8,100,291.27
926,Streamline Killer E-Markets,9,63,346.17
927,Unleash 24/365 E-Services,7,49,57.91
928,Utilize Revolutionary Eyeballs,14,115,411.45
929,Aggregate Robust Metrics,2,155,220.57
930,Embrace Integrated Info-Mediaries,11,137,40.81
931,Productize Compelling Interfaces,8,167,394.16
932,Whiteboard Innovative Channels,13,65,191.59
933,Facilitate Front-End Interfaces,15,199,54.68
934,Streamline Leading-Edge Systems,3,71,318.72
935,Empower Viral Supply-Chains,14,7,440.67
936,Disintermediate Leading-Edge Systems,15,200,444.44
937,Incubate Distributed Partnerships,2,80,479.04
938,Reinvent Out-Of-The-Box Solutions,19,67,434.51
939,Re-Intermediate Rich E-Markets,12,138,6.06
940,Exploit Interactive Channels,20,199,193.22
941,Reinvent Innovative Networks,4,181,410.18
942,Evolve Wireless Web Services,3,101,186.3
943,Deliver Clicks-And-Mortar Schemas,5,95,302.77
944,Enable B2B Convergence,3,87,305.13
945,Optimize Back-End Portals,15,185,185.69
946,Innovate Seamless Supply-Chains,19,91,452.71
947,Iterate Customized Functionalities,2,103,254.1
948,Repurpose Open-Source Architectures,12,126,235.07
949,Morph Proactive Content,5,155,498.77
950,Optimize Dynamic Technologies,17,182,249.28
951,Disintermediate World-Class Partnerships,14,113,93.31
952,Re-Contextualize Wireless Technologies,10,4,258.97
953,Transform End-To-End Infrastructures,3,88,407.94
954,Mesh Granular E-Commerce,4,151,389.55
955,Iterate Proactive Action-Items,6,176,395.35
956,Facilitate B2C Initiatives,16,170,355.47
957,Leverage Front-End Systems,7,3,130.84
958,Enhance Holistic Roi,15,91,431.73
959,Repurpose Bricks-And-Clicks Users,20,3,447.25
960,Engage Virtual Deliverables,11,156,101.11
961,Syndicate Interactive Architectures,1,191,69.58
962,Benchmark Customized Infrastructures,5,81,487.92
963,Expedite Turn-Key Supply-Chains,13,159,434.82
964,Cultivate Bleeding-Edge Portals,14,138,447.15
965,Envisioneer Holistic Methodologies,9,177,443.76
966,Seize Cross-Media Relationships,17,94,273.13
967,Orchestrate Holistic Deliverables,15,126,324.97
968,Disintermediate 24/365 Experiences,7,113,274.95
969,Transition Bricks-And-Clicks Deliverables,12,149,30.35
970,Optimize Leading-Edge E-Commerce,6,100,374.02
971,Scale Robust Users,16,53,255.14
972,Engage Integrated Schemas,5,87,325.62
973,Incentivize 24/365 Action-Items,9,89,253.81
974,Engineer Customized Paradigms,14,54,248.45
975,Synergize Integrated Web Services,8,185,90.04
976,Seize Sticky Vortals,14,20,142.96
977,Deliver Customized Relationships,12,113,83.63
978,Revolutionize Granular Portals,10,49,101.85
979,Syndicate Clicks-And-Mortar Communities,20,135,486.62
980,Incubate Open-Source Markets,20,29,80.79
981,Envisioneer Mission-Critical Convergence,13,48,138.29
982,Expedite World-Class Content,19,13,297.34
983,Synergize Next-Generation Vortals,15,3,307.04
984,Synergize Out-Of-The-Box E-Tailers,8,2,81.22
985,Syndicate Collaborative E-Tailers,10,16,397.89
986,Productize One-To-One Synergies,3,94,393.68
987,Envisioneer Virtual Solutions,3,102,122.47
988,Streamline Efficient Systems,5,134,147.89
989,Engage Impactful Mindshare,16,45,469.3
990,Engineer Virtual Supply-Chains,17,71,413.71
991,Deploy Back-End Metrics,6,133,350.41
992,Re-Contextualize Intuitive Bandwidth,20,56,45.71
993,E-Enable Efficient Channels,20,199,212.04
994,Aggregate Compelling Solutions,16,127,281.85
995,Enhance Sticky Convergence,2,32,97.77
996,Exploit Dynamic Methodologies,20,49,226.87
997,Scale Dot-Com Niches,15,13,302.51
998,Synthesize Dynamic Bandwidth,18,158,167.05
999,Transform Bricks-And-Clicks Schemas,1,25,391.57
1000,Unleash Value-Added Metrics,19,60,421.02
